proof_id,domain,theorem_name,proof_text,is_correct,flaw_type,flaw_span_start,flaw_span_end
3467,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
3468,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3469,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
3470,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
3471,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
3472,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3473,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
3474,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=0 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,base_case,0,0
3475,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3476,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=0 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,base_case,0,0
3477,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3478,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3479,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3480,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
3481,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3482,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3483,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,0,base_case,0,0
3484,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3485,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
3486,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
3487,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,equivocation,0,0
3488,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3489,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,equivocation,0,0
3490,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3491,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
3492,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3493,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3494,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3495,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3496,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3497,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3498,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3499,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3500,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3501,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3502,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3503,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3504,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,equivocation,0,0
3505,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
3506,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=0 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,base_case,0,0
3507,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3508,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3509,Logic,DeMorgan,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
3510,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3511,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3512,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3513,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
3514,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3515,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
3516,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3517,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3518,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3519,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3520,NumberTheory,IrrationalSqrt2,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
3521,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
3522,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3523,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3524,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3525,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3526,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,equivocation,0,0
3527,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3528,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3529,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3530,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3531,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3532,Logic,DeMorgan,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
3533,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3534,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3535,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3536,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3537,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3538,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3539,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
3540,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3541,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,equivocation,0,0
3542,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3543,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3544,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3545,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
3546,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3547,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3548,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3549,Calculus,ContinuityLinear,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
3550,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3551,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3552,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
3553,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3554,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3555,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3556,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
3557,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3558,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3559,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,0,equivocation,0,0
3560,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
3561,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
3562,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3563,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3564,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3565,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3566,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
3567,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3568,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
3569,NumberTheory,IrrationalSqrt2,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
3570,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3571,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3572,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3573,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3574,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
3575,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,equivocation,0,0
3576,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3577,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
3578,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3579,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
3580,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
3581,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
3582,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
3583,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3584,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
3585,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3586,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
3587,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
3588,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
3589,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
3590,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
